z,Precipitant Type,Precipitant,Precipitant Annotator,Precipitant Span Start,Precipitant SpanEnd,Object Type,Object,Object Annotator,Metabolite,Object Span Start,Object Span End,Modality,Interaction Phrase Type,Interaction Phrase,Interaction Phrase Annotator,Interaction Phrase Span Start,Interaction Phrase Span End
package-insert-section-137.txt,Active ingredient,carbamazepine ,consensus set annotator team,124,137,Metabolite,mCPP ,consensus set annotator team,trazodone ,193,197,Positive,Quantitative,"Following coadministration of carbamazepine 400 mg/day with trazodone 100 mg to 300 mg daily, carbamazepine reduced plasma concentrations of trazodone (as well as mCPP) by 76 and 60%, respectively, compared to pre-carbamazepine values.",consensus set annotator team,138,226
package-insert-section-139.txt,Active ingredient,aluminum ,consensus set annotator team,273,281,Active ingredient,fexofenadine ,consensus set annotator team,,202,214,Positive,Quantitative,"In healthy adult subjects, administration of 120 mg of fexofenadine hydrochloride (2  60 mg capsule) within 15 minutes of an aluminum and magnesium containing antacid (Maalox1) decreased fexofenadine AUC by 41% and Cmax by 43%.",consensus set annotator team,326,375
package-insert-section-139.txt,Active ingredient,magnesium ,consensus set annotator team,286,295,Active ingredient,fexofenadine ,consensus set annotator team,,202,214,Positive,Quantitative,"In healthy adult subjects, administration of 120 mg of fexofenadine hydrochloride (2  60 mg capsule) within 15 minutes of an aluminum and magnesium containing antacid (Maalox1) decreased fexofenadine AUC by 41% and Cmax by 43%.",consensus set annotator team,326,375
package-insert-section-139.txt,Active ingredient,ketoconazole ,consensus set annotator team,619,631,Active ingredient,fexofenadine ,consensus set annotator team,,690,702,Positive,Qualitative,"However, coadministration of fexofenadine hydrochloride with either ketoconazole or erythromycin led to increased plasma concentrations of fexofenadine in healthy adult subjects.",consensus set annotator team,655,686
package-insert-section-139.txt,Active ingredient,erythromycin ,consensus set annotator team,635,647,Active ingredient,fexofenadine ,consensus set annotator team,,690,702,Positive,Qualitative,"However, coadministration of fexofenadine hydrochloride with either ketoconazole or erythromycin led to increased plasma concentrations of fexofenadine in healthy adult subjects.",consensus set annotator team,655,686
package-insert-section-139.txt,Active ingredient,erythromycin ,consensus set annotator team,635,647,Active ingredient,fexofenadine ,consensus set annotator team,,580,592,Positive,Qualitative,"However, coadministration of fexofenadine hydrochloride with either ketoconazole or erythromycin led to increased plasma concentrations of fexofenadine in healthy adult subjects.",consensus set annotator team,655,686
package-insert-section-139.txt,Active ingredient,Fexofenadine ,consensus set annotator team,730,742,Active ingredient,erythromycin ,consensus set annotator team,,791,803,Negative,Qualitative,Fexofenadine had no effect on the pharmacokinetics of either erythromycin or ketoconazole.,consensus set annotator team,743,780
package-insert-section-139.txt,Active ingredient,Fexofenadine ,consensus set annotator team,730,742,Active ingredient,ketoconazole ,consensus set annotator team,,807,819,Negative,Qualitative,Fexofenadine had no effect on the pharmacokinetics of either erythromycin or ketoconazole.,consensus set annotator team,743,780
package-insert-section-139.txt,Active ingredient,ketoconazole ,consensus set annotator team,1638,1650,Active ingredient,fexofenadine ,consensus set annotator team,,1693,1705,Positive,Qualitative,These studies indicate that ketoconazole or erythromycin coadministration enhances fexofenadine gastrointestinal absorption.,consensus set annotator team,1684,1733
package-insert-section-139.txt,Active ingredient,erythromycin ,consensus set annotator team,1654,1666,Active ingredient,fexofenadine ,consensus set annotator team,,1693,1705,Positive,Qualitative,These studies indicate that ketoconazole or erythromycin coadministration enhances fexofenadine gastrointestinal absorption.,consensus set annotator team,1684,1733
package-insert-section-14.txt,Active ingredient,sertraline ,consensus set annotator team,66,76,Active ingredient,pimozide ,consensus set annotator team,,49,57,Positive,Quantitative,"In a controlled study of a single dose (2 mg) of pimozide, 200 mg sertraline (q.d.)co-adminis-tration to steady state was associated with a mean increase in pimozide AUC and C max of about 40%, but was not associated with any changes in EKG.",consensus set annotator team,146,193
package-insert-section-141.txt,Active ingredient,cimetidine ,consensus set annotator team,251,261,Active ingredient,amlodipine ,consensus set annotator team,,226,236,Negative,Qualitative,"7.2 Cimetidine

Coadministration of amlodipine besylate with cimetidine did not alter the pharmacokinetics of amlodipine besylate.",consensus set annotator team,262,296
package-insert-section-141.txt,Active ingredient,magnesium ,consensus set annotator team,594,603,Active ingredient,amlodipine ,consensus set annotator team,,657,667,Negative,Qualitative,"7.4 Magnesium and Aluminum Hydroxide Antacid

Coadministration of a magnesium and aluminum hydroxide antacid with a single dose of amlodipine besylate had no significant effect on the pharmacokinetics of amlodipine besylate.",consensus set annotator team,677,726
package-insert-section-141.txt,Active ingredient,aluminum ,consensus set annotator team,608,616,Active ingredient,amlodipine ,consensus set annotator team,,657,667,Negative,Qualitative,"7.4 Magnesium and Aluminum Hydroxide Antacid

Coadministration of a magnesium and aluminum hydroxide antacid with a single dose of amlodipine besylate had no significant effect on the pharmacokinetics of amlodipine besylate.",consensus set annotator team,677,726
package-insert-section-141.txt,Active ingredient,sildenafil ,consensus set annotator team,792,802,Active ingredient,amlodipine ,consensus set annotator team,,894,904,Negative,Qualitative,"7.5 Sildenafil

A single 100 mg dose of sildenafil in subjects with essential hypertension had no effect on the pharmacokinetic parameters of amlodipine besylate.",consensus set annotator team,843,890
package-insert-section-141.txt,Active ingredient,amlodipine ,consensus set annotator team,1117,1127,Active ingredient,atorvastatin ,consensus set annotator team,,1151,1163,Negative,Qualitative,"7.6 Atorvastatin

Coadministration of multiple 10 mg doses of amlodipine besylate with 80 mg of atorvastatin resulted in no significant change in the steady-state pharmacokinetic parameters of atorvastatin.",consensus set annotator team,1176,1244
package-insert-section-141.txt,Active ingredient,amlodipine ,consensus set annotator team,1296,1306,Active ingredient,digoxin ,consensus set annotator team,,1321,1328,Negative,Qualitative,"7.7 Digoxin

Coadministration of amlodipine besylate with digoxin did not change serum digoxin levels or digoxin renal clearance in normal volunteers.",consensus set annotator team,1329,1343
package-insert-section-141.txt,Active ingredient,amlodipine ,consensus set annotator team,1473,1483,Active ingredient,ethanol ,consensus set annotator team,,1546,1553,Negative,Qualitative,"7.8 Ethanol (Alcohol)

Single and multiple 10 mg doses of amlodipine besylate had no significant effect on the pharmacokinetics of ethanol.",consensus set annotator team,1497,1518
package-insert-section-141.txt,Active ingredient,amlodipine ,consensus set annotator team,1590,1600,Active ingredient,warfarin ,consensus set annotator team,,1615,1623,Negative,Qualitative,"7.9 Warfarin

Coadministration of amlodipine besylate with warfarin did not change the warfarin prothrombin response time.",consensus set annotator team,1624,1638
package-insert-section-145.txt,Active ingredient,valproate ,consensus set annotator team,73,82,Drug product,Felbatol ,consensus set annotator team,,103,111,Negative,Qualitative,Valproate: Available data suggest that there is no significant effect of valproate on the clearance of Felbatol at steady-state.,consensus set annotator team,48,99
package-insert-section-145.txt,Active ingredient,valproate ,consensus set annotator team,157,166,Active ingredient,felbamate ,consensus set annotator team,,236,245,Positive,Qualitative,"Therefore, the addition of valproate is not expected to cause a clinically important effect on Felbatol (felbamate) plasma concentrations.",consensus set annotator team,170,268
package-insert-section-146.txt,Active ingredient,Felbamate ,consensus set annotator team,370,379,Active ingredient,gestodene ,consensus set annotator team,,424,433,Positive,Quantitative,"Felbamate treatment resulted in a 42% decrease in the gestodene AUC 0-24, but no clinically relevant effect was observed on the pharmacokinetic parameters of ethinyl estradiol.",consensus set annotator team,404,442
package-insert-section-146.txt,Active ingredient,Felbamate ,consensus set annotator team,370,379,Active ingredient,estradiol ,consensus set annotator team,,536,545,Negative,Qualitative,"Felbamate treatment resulted in a 42% decrease in the gestodene AUC 0-24, but no clinically relevant effect was observed on the pharmacokinetic parameters of ethinyl estradiol.",consensus set annotator team,448,524
package-insert-section-147.txt,Drug product,Felbatol ,consensus set annotator team,11,19,Active ingredient,phenytoin ,consensus set annotator team,,56,65,Positive,Quantitative,Phenytoin: Felbatol causes an increase in steady-state phenytoin plasma concentrations.,consensus set annotator team,417,480
package-insert-section-147.txt,Active ingredient,felbamate ,consensus set annotator team,362,371,Active ingredient,phenytoin ,consensus set annotator team,,444,453,Positive,Quantitative,Increasing the felbamate dose to 1800 mg/day in six of these subjects increased the steady-state phenytoin Cmin to 257 micrograms/mL.,consensus set annotator team,417,480
package-insert-section-148.txt,Drug product,Felbatol ,consensus set annotator team,15,23,Active ingredient,carbamazepine ,consensus set annotator team,,63,76,Positive,Qualitative,Carbamazepine: Felbatol causes a decrease in the steady-state carbamazepine plasma concentrations and an increase in the steady-state carbamazepine epoxide plasma concentration.,consensus set annotator team,34,98
package-insert-section-148.txt,Drug product,Felbatol ,consensus set annotator team,15,23,Metabolite,carbamazepine epoxide ,consensus set annotator team,carbamazepine ,135,156,Positive,Qualitative,Carbamazepine: Felbatol causes a decrease in the steady-state carbamazepine plasma concentrations and an increase in the steady-state carbamazepine epoxide plasma concentration.,consensus set annotator team,106,177
package-insert-section-148.txt,Active ingredient,felbamate ,consensus set annotator team,411,420,Active ingredient,carbamazepine ,consensus set annotator team,,339,352,Positive,Quantitative,"The carbamazepine steady-state Cmin decreased 31% to 51 micrograms/mL when felbamate (3000 mg/day, divided into three doses) was coadministered.",consensus set annotator team,366,384
package-insert-section-148.txt,Active ingredient,felbamate ,consensus set annotator team,609,618,Metabolite,Carbamazepine epoxide ,consensus set annotator team,carbamazepine ,481,502,Positive,Quantitative,Carbamazepine epoxide steady-state Cmin concentrations increased 57% from 1.00.3 to 1.60.4 micrograms/mL with the addition of felbamate.,consensus set annotator team,516,548
package-insert-section-149.txt,Drug product,Felbatol ,consensus set annotator team,11,19,Active ingredient,valproate ,consensus set annotator team,,56,65,Positive,Qualitative,Valproate: Felbatol causes an increase in steady-state valproate concentrations.,consensus set annotator team,31,80
